"municipality_code","city","designation","city_resolution_status","city_mapping_flags","representative_postal_code","representative_postal_area","representative_dso_candidate_count","raw_dso_name_from_feed","canonical_operator_name","mapping_basis","monthly_fixed_fee_eur_vat_incl","energy_charge_cents_kwh_vat_incl_excl_electricity_tax","electricity_tax_included","tariff_name","power_charge_eur_kw_month","tariff_snapshot_created_at","comparison_published_at","tariff_status","price_available","tariff_source_url","comparison_source_url","city_source_url","postal_area_source_url","dso_feed_source_url","observed_municipality_dso_names","notes"
"743","Seinäjoki","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","60100","Seinäjoki Keskus","3","Elenia Oy","Elenia Verkko Oyj","curated_alias_to_snapshot_name","22.79","5.89","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.elenia.fi/files/3368404e95e6e87870c3efd831994c0a6bf8b693/elenia-pienasiakkaat-hinnasto-4-2026-www-a4-fi-v2.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/seinajoki","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Alajärven Sähkö Oy; Caruna Oy; Elenia Oy; Koillis-Satakunnan Sähkö Oy; Lehtimäen Sähkö Oy; Seiverkot Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: 3x25 A grouped with smaller three-phase fuses; VAT 25.5%; electricity tax separate. Matched, 2026."
"743","Seinäjoki","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","60100","Seinäjoki Keskus","3","Seiverkot Oy","Seiverkot Oy","exact_feed_name_to_snapshot_name","6.75","3.25","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","older_but_matching","yes","https://www.seiverkot.fi/hinnastot-ja-ehdot/verkkopalveluhinnastot/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/seinajoki","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Alajärven Sähkö Oy; Caruna Oy; Elenia Oy; Koillis-Satakunnan Sähkö Oy; Lehtimäen Sähkö Oy; Seiverkot Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official tariff effective 1.9.2024 remains published and matches; page states VAT included and taxes separate. Older but matching."
"761","Somero","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","31400","Somero Keskus","2","Caruna Oy","Caruna Oy","exact_feed_name_to_snapshot_name","29.71","5.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://caruna.fi/hinnasto","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunta/somero","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Elenia Oy; Sallila Sähkönsiirto Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official page links the 1.1.2026 Caruna Oy tariff. Matched."
"761","Somero","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","31400","Somero Keskus","2","Elenia Oy","Elenia Verkko Oyj","curated_alias_to_snapshot_name","22.79","5.89","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.elenia.fi/files/3368404e95e6e87870c3efd831994c0a6bf8b693/elenia-pienasiakkaat-hinnasto-4-2026-www-a4-fi-v2.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunta/somero","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Elenia Oy; Sallila Sähkönsiirto Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: 3x25 A grouped with smaller three-phase fuses; VAT 25.5%; electricity tax separate. Matched, 2026."
"778","Suonenjoki","kaupunki","resolved_representative_only","","77600","Suonenjoki Keskus","1","Savon Voima Verkko Oy","Savon Voima Verkko Oy","exact_feed_name_to_snapshot_name","36.80","5.20","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://savonvoima.fi/hinnastot-ja-sopimusehdot/verkkopalveluhinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/suonenjoki","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Savon Voima Verkko Oy","Tariff note: Official tariff effective 1.6.2026 shows matching 3x25 A general values and tax separately. Matched."
"790","Sastamala","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos; postal_code_is_proxy_not_exact_centre","38200","Vammala Keskus","3","Caruna Oy","Caruna Oy","exact_feed_name_to_snapshot_name","29.71","5.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://caruna.fi/hinnasto","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/sastamala","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Elenia Oy; Kokemäen Sähkö Oy; Kuoreveden Sähkö Oy; Leppäkoski Group Oy; Sallila Sähkönsiirto Oy; Vatajankoski Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos; postal_code_is_proxy_not_exact_centre Tariff note: Official page links the 1.1.2026 Caruna Oy tariff. Matched."
"790","Sastamala","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos; postal_code_is_proxy_not_exact_centre","38200","Vammala Keskus","3","Kuoreveden Sähkö Oy","Kuoreveden Sähkö Oy","exact_feed_name_to_snapshot_name","39.96","3.74","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","older_but_matching","yes","https://www.kuorevedensahko.fi/wp-content/uploads/2024/09/20240901-verkkopalveluhinnasto.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/sastamala","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Elenia Oy; Kokemäen Sähkö Oy; Kuoreveden Sähkö Oy; Leppäkoski Group Oy; Sallila Sähkönsiirto Oy; Vatajankoski Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos; postal_code_is_proxy_not_exact_centre Tariff note: Official 1.9.2024 tariff matches; electricity tax listed separately. Older but matching."
"790","Sastamala","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos; postal_code_is_proxy_not_exact_centre","38200","Vammala Keskus","3","Sallila Sähkönsiirto Oy","Sallila Sähkönsiirto Oy","exact_feed_name_to_snapshot_name","22.30","4.48","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://sallila.fi/sahkoverkko/tuotteet-ja-hinnasto/verkkopalveluhinnat/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/sastamala","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Elenia Oy; Kokemäen Sähkö Oy; Kuoreveden Sähkö Oy; Leppäkoski Group Oy; Sallila Sähkönsiirto Oy; Vatajankoski Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos; postal_code_is_proxy_not_exact_centre Tariff note: Official page shows matching current general 3x25 A values and VAT 25.5%; March 2026 increase explains the comparison change. Matched."
"837","Tampere","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","33100","Tampere Keskus","2","Helen Sähköverkko Oy","Helen Sähköverkko Oy","exact_feed_name_to_snapshot_name","6.01","4.44","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","snapshot_value","yes","https://www.helensahkoverkko.fi/asiakastuki/asiakaspalvelu/hinnastot-ja-ehdot","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/tampere","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Helen Sähköverkko Oy; Kuoreveden Sähkö Oy; Leppäkoski Group Oy; Tampereen Energia Sähköverkko Oy; Vantaan Energia Sähköverkot Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Exact values found in the official tariff PDF effective 1.10.2025; current page has a 2026 tariff link. Older exact match; 2026 PDF link not separately extracted."
"837","Tampere","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","33100","Tampere Keskus","2","Tampereen Energia Sähköverkko Oy","Tampereen Energia Sähköverkko Oy","exact_feed_name_to_snapshot_name","6.02","3.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.tampereensahkoverkko.fi/wp-content/uploads/sites/3/2026/03/taes_hinnasto_2026_hvm_01042026.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/tampere","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Helen Sähköverkko Oy; Kuoreveden Sähkö Oy; Leppäkoski Group Oy; Tampereen Energia Sähköverkko Oy; Vantaan Energia Sähköverkot Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 2026 tariff shows 3x25 A general values, VAT 25.5%; electricity tax separate. Matched."
"851","Tornio","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","95400","Tornio Keskus","4","Keminmaan Energia Oy","Keminmaan Energia ja Vesi Oy","curated_alias_to_snapshot_name","12.70","3.10","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","older_but_matching","yes","https://kmev.fi/verkkopalveluhinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/tornio","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Keminmaan Energia Oy; Tenergia Oy; Tornion Energia Oy; Tornionlaakson Sähkö Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official page shows matching `Yleissiirto 1`; tariff page is dated 1.1.2025 and tax information is updated for 1.4.2026. Older but matching."
"851","Tornio","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","95400","Tornio Keskus","4","Tenergia Oy","Tenergia Oy","exact_feed_name_to_snapshot_name","","","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","not_in_snapshot","no","","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/tornio","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Keminmaan Energia Oy; Tenergia Oy; Tornion Energia Oy; Tornionlaakson Sähkö Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos No matching operator row in the 77-row comparison snapshot."
"851","Tornio","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","95400","Tornio Keskus","4","Tornion Energia Oy","Tornion Energia Oy","exact_feed_name_to_snapshot_name","8.57","3.83","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","energy_definition_mismatch","yes","https://www.tornionenergia.fi/wp-content/uploads/2025/11/Hinnasto_sahkoverkko-01-01-2026.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/tornio","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Keminmaan Energia Oy; Tenergia Oy; Tornion Energia Oy; Tornionlaakson Sähkö Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Fixed fee matches after annual-to-monthly normalization. The official 1.1.2026 general tariff shows 3.05 c/kWh network charge plus tax, with 6.66 c/kWh total; it does not independently match the source's 3.83 c/kWh. Energy-definition/value mismatch; source value retained."
"851","Tornio","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","95400","Tornio Keskus","4","Tornionlaakson Sähkö Oy","TLS Verkko Oy","curated_alias_to_snapshot_name","22.41","3.19","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","unverified","yes","https://www.tornionlaaksonsahkoverkko.fi/palvelut/hinnastot/siirtohinnat/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/tornio","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Keminmaan Energia Oy; Tenergia Oy; Tornion Energia Oy; Tornionlaakson Sähkö Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.7.2026 tariff page located, but exact 3x25 A general row was not extracted in this checkpoint. Unverified official match."
"853","Turku","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","20100","Turku Keskus","2","Caruna Oy","Caruna Oy","exact_feed_name_to_snapshot_name","29.71","5.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://caruna.fi/hinnasto","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/turku","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Köyliön-Säkylän Sähkö Oy; Turku Energia Sähköverkot Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official page links the 1.1.2026 Caruna Oy tariff. Matched."
"853","Turku","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","20100","Turku Keskus","2","Turku Energia Sähköverkot Oy","Turku Energia Sähköverkot Oy","exact_feed_name_to_snapshot_name","7.63","1.91","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","official_source_not_found","yes","","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/turku","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Köyliön-Säkylän Sähkö Oy; Turku Energia Sähköverkot Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: No official tariff PDF/page was confirmed in this pass. Official tariff not found."
"886","Ulvila","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","28400","Ulvila Keskus","2","Caruna Oy","Caruna Oy","exact_feed_name_to_snapshot_name","29.71","5.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://caruna.fi/hinnasto","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/ulvila","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Kokemäen Sähkö Oy; Lammaisten Energia Oy; Pori Energia Sähköverkot Oy; Vatajankoski Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official page links the 1.1.2026 Caruna Oy tariff. Matched."
"886","Ulvila","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","28400","Ulvila Keskus","2","Lammaisten Energia Oy","Lammaisten Energia Oy","exact_feed_name_to_snapshot_name","17.26","4.83","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","older_but_matching","yes","https://lammaistenenergia.fi/shared/files/Verkkopalveluhinnasto%201.9.2024.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/ulvila","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Kokemäen Sähkö Oy; Lammaisten Energia Oy; Pori Energia Sähköverkot Oy; Vatajankoski Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.9.2024 tariff matches; no newer 2026-labelled tariff located. Older but matching."
"893","Uusikaarlepyy","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","66900","Uusikaarlepyy Keskus","3","Esse Elektro-Kraft Ab","Esse Elektro-Kraft Ab","exact_feed_name_to_snapshot_name","9.74","5.69","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","unverified","yes","https://eekab.fi/fi/hintatiedot/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/uusikaarlepyy","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Esse Elektro-Kraft Ab; Herrfors Nät-Verkko Oy Ab; Nykarleby Kraftverk Ab","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official tariff located, but the tariff PDF found was dated 1.9.2024 and did not independently confirm the 2026 value. Unverified 2026 match."
"893","Uusikaarlepyy","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","66900","Uusikaarlepyy Keskus","3","Herrfors Nät-Verkko Oy Ab","Herrfors Nät-Verkko Oy Ab","exact_feed_name_to_snapshot_name","13.57","3.93","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","older_but_matching","yes","https://www.herrforsnat.fi/fi/kotitaloudet/hinnastot/verkkopalveluhinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/uusikaarlepyy","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Esse Elektro-Kraft Ab; Herrfors Nät-Verkko Oy Ab; Nykarleby Kraftverk Ab","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.1.2025 tariff matches; prices exclude electricity tax and include VAT. Older but matching."
"893","Uusikaarlepyy","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","66900","Uusikaarlepyy Keskus","3","Nykarleby Kraftverk Ab","Nykarleby Kraftverk Ab","exact_feed_name_to_snapshot_name","17.00","4.70","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","snapshot_later_tariff_differs","yes","https://nkab.fi/wp-content/uploads/2026/05/nkab-nattjanstavgifter-01052025v4.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/uusikaarlepyy","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Esse Elektro-Kraft Ab; Herrfors Nät-Verkko Oy Ab; Nykarleby Kraftverk Ab","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.5.2025 tariff matches. Official current 1.7.2026 tariff is 18.02 €/month and 4.98 c/kWh. Snapshot matched; later tariff differs."
"895","Uusikaupunki","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","23500","Uusikaupunki Keskus","2","Caruna Oy","Caruna Oy","exact_feed_name_to_snapshot_name","29.71","5.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://caruna.fi/hinnasto","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/uusikaupunki","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Vakka-Suomen Voima Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official page links the 1.1.2026 Caruna Oy tariff. Matched."
"895","Uusikaupunki","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","23500","Uusikaupunki Keskus","2","Vakka-Suomen Voima Oy","VSV Sähköverkko Oy","curated_alias_to_snapshot_name","17.80","4.30","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://vsv.fi/files/sites/8763/verkkopalveluhinnasto-01042026_alv-25-5-cd1c90fb-786f-4014-b021-3a76c2f4807c.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/uusikaupunki","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Vakka-Suomen Voima Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.4.2026 `Yleissiirto`, 3x25 A, VAT 25.5%. Matched."
